"TF","Prd","MinS","MPP","MBar","Ind","TP","SL","WR","Trades","PnL","Score"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","0.5","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","1","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","1.5","60","5","0","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","2","60","5","-0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","2.5","60","5","-1","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","3","60","5","-1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","4","60","5","-2.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","0.5","5","60","5","-3.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","1","60","5","2","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","1.5","60","5","1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","2","60","5","1","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","2.5","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","3","60","5","0","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","4","60","5","-1","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1","5","60","5","-2","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","1","60","5","3.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","1.5","60","5","3","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","2","60","5","2.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","2.5","60","5","2","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","3","60","5","1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","4","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","1.5","5","60","5","-0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","1","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","1.5","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","2","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","2.5","50","4","-1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","3","50","4","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","4","50","4","-4","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2","5","50","4","-6","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","1","50","4","3","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","1.5","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","2","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","2.5","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","3","50","4","-1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","4","50","4","-3","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","2.5","5","50","4","-5","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","1","50","4","4","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","1.5","50","4","3","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","2","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","2.5","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","3","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","4","50","4","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","3","5","50","4","-4","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","1","40","5","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","1.5","40","5","-0.5","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","2","40","5","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","2.5","40","5","-3.5","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","3","40","5","-5","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","4","40","5","-8","2"
"4h","3","1","5","60","RSI+MACD+Stoch+MFI","4","5","50","4","-6","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","0.5","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","1","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","1.5","60","5","0","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","2","60","5","-0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","2.5","60","5","-1","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","3","60","5","-1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","4","60","5","-2.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","0.5","5","60","5","-3.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","1","60","5","2","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","1.5","60","5","1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","2","60","5","1","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","2.5","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","3","60","5","0","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","4","60","5","-1","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1","5","60","5","-2","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","1","60","5","3.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","1.5","60","5","3","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","2","60","5","2.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","2.5","60","5","2","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","3","60","5","1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","4","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","1.5","5","60","5","-0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","1","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","1.5","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","2","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","2.5","50","4","-1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","3","50","4","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","4","50","4","-4","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2","5","50","4","-6","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","1","50","4","3","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","1.5","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","2","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","2.5","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","3","50","4","-1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","4","50","4","-3","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","2.5","5","50","4","-5","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","1","50","4","4","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","1.5","50","4","3","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","2","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","2.5","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","3","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","4","50","4","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","3","5","50","4","-4","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","1","40","5","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","1.5","40","5","-0.5","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","2","40","5","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","2.5","40","5","-3.5","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","3","40","5","-5","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","4","40","5","-8","2"
"4h","3","1","8","60","RSI+MACD+Stoch+MFI","4","5","50","4","-6","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","0.5","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","1","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","1.5","60","5","0","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","2","60","5","-0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","2.5","60","5","-1","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","3","60","5","-1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","4","60","5","-2.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","0.5","5","60","5","-3.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","1","60","5","2","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","1.5","60","5","1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","2","60","5","1","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","2.5","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","3","60","5","0","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","4","60","5","-1","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1","5","60","5","-2","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","1","60","5","3.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","1.5","60","5","3","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","2","60","5","2.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","2.5","60","5","2","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","3","60","5","1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","4","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","1.5","5","60","5","-0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","1","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","1.5","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","2","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","2.5","50","4","-1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","3","50","4","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","4","50","4","-4","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2","5","50","4","-6","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","1","50","4","3","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","1.5","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","2","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","2.5","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","3","50","4","-1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","4","50","4","-3","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","2.5","5","50","4","-5","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","1","50","4","4","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","1.5","50","4","3","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","2","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","2.5","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","3","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","4","50","4","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","3","5","50","4","-4","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","1","40","5","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","1.5","40","5","-0.5","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","2","40","5","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","2.5","40","5","-3.5","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","3","40","5","-5","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","4","40","5","-8","2"
"4h","3","1","5","100","RSI+MACD+Stoch+MFI","4","5","50","4","-6","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","0.5","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","1","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","1.5","60","5","0","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","2","60","5","-0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","2.5","60","5","-1","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","3","60","5","-1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","4","60","5","-2.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","0.5","5","60","5","-3.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","1","60","5","2","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","1.5","60","5","1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","2","60","5","1","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","2.5","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","3","60","5","0","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","4","60","5","-1","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1","5","60","5","-2","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","1","60","5","3.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","1.5","60","5","3","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","2","60","5","2.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","2.5","60","5","2","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","3","60","5","1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","4","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","1.5","5","60","5","-0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","1","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","1.5","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","2","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","2.5","50","4","-1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","3","50","4","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","4","50","4","-4","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2","5","50","4","-6","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","1","50","4","3","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","1.5","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","2","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","2.5","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","3","50","4","-1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","4","50","4","-3","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","2.5","5","50","4","-5","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","1","50","4","4","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","1.5","50","4","3","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","2","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","2.5","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","3","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","4","50","4","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","3","5","50","4","-4","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","1","40","5","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","1.5","40","5","-0.5","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","2","40","5","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","2.5","40","5","-3.5","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","3","40","5","-5","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","4","40","5","-8","2"
"4h","3","1","8","100","RSI+MACD+Stoch+MFI","4","5","50","4","-6","2"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","0.5","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","1","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","1.5","60","5","0","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","2","60","5","-0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","2.5","60","5","-1","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","3","60","5","-1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","4","60","5","-2.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","0.5","5","60","5","-3.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","1","1","60","5","2","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","1.5","60","5","1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","2","60","5","1","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","2.5","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","3","60","5","0","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","4","60","5","-1","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1","5","60","5","-2","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","1","60","5","3.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","1.5","60","5","3","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","2","60","5","2.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","2.5","60","5","2","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","3","60","5","1.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","4","60","5","0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","1.5","5","60","5","-0.5","3"
"4h","3","1","5","60","RSI+MACD+Stoch","2","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","2","1","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","1.5","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","2","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","2.5","50","4","-1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","3","50","4","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","4","50","4","-4","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2","5","50","4","-6","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","1","50","4","3","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","1.5","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","2","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","2.5","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","3","50","4","-1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","4","50","4","-3","2"
"4h","3","1","5","60","RSI+MACD+Stoch","2.5","5","50","4","-5","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","3","1","50","4","4","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","1.5","50","4","3","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","2","50","4","2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","2.5","50","4","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","3","50","4","0","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","4","50","4","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","3","5","50","4","-4","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","0.5","0","4","-2","0"
"4h","3","1","5","60","RSI+MACD+Stoch","4","1","40","5","1","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","1.5","40","5","-0.5","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","2","40","5","-2","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","2.5","40","5","-3.5","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","3","40","5","-5","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","4","40","5","-8","2"
"4h","3","1","5","60","RSI+MACD+Stoch","4","5","50","4","-6","2"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","0.5","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","1","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","1.5","60","5","0","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","2","60","5","-0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","2.5","60","5","-1","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","3","60","5","-1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","4","60","5","-2.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","0.5","5","60","5","-3.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch","1","1","60","5","2","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","1.5","60","5","1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","2","60","5","1","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","2.5","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","3","60","5","0","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","4","60","5","-1","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1","5","60","5","-2","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","1","60","5","3.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","1.5","60","5","3","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","2","60","5","2.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","2.5","60","5","2","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","3","60","5","1.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","4","60","5","0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","1.5","5","60","5","-0.5","3"
"4h","3","1","8","60","RSI+MACD+Stoch","2","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch","2","1","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","1.5","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","2","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","2.5","50","4","-1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","3","50","4","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","4","50","4","-4","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2","5","50","4","-6","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","1","50","4","3","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","1.5","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","2","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","2.5","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","3","50","4","-1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","4","50","4","-3","2"
"4h","3","1","8","60","RSI+MACD+Stoch","2.5","5","50","4","-5","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","0.5","0","4","-2","0"
